Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PTS_avg_3,PTS_avg_5,FG_PCT_avg_3,FG_PCT_avg_5,AST_avg_3,AST_avg_5,TOV_avg_3,TOV_avg_5
1610612742,22300073,2023-10-25,DAL @ SAS,W,1,0,1.0,240,47,99,0.475,15,47,0.319,17,23,0.739,13,35,48,24,6,3,12,20,126,,,,,,,,
1610612742,22300084,2023-10-27,DAL vs. BKN,W,2,0,1.0,240,44,91,0.484,15,36,0.417,22,28,0.786,8,32,40,20,5,2,9,15,125,126.0,126.0,0.475,0.475,24.0,24.0,12.0,12.0
1610612742,22300106,2023-10-30,DAL @ MEM,W,3,0,1.0,240,42,84,0.5,23,47,0.489,18,24,0.75,6,42,48,24,4,7,15,17,125,125.5,125.5,0.4795,0.4795,22.0,22.0,10.5,10.5
1610612742,22300124,2023-11-01,DAL vs. CHI,W,4,0,1.0,240,37,81,0.457,20,48,0.417,20,28,0.714,13,32,45,23,7,2,13,11,114,125.33333333333333,125.33333333333333,0.48633333333333334,0.48633333333333334,22.666666666666668,22.666666666666668,12.0,12.0
1610612742,22300006,2023-11-03,DAL @ DEN,L,4,1,0.8,240,41,86,0.477,17,42,0.405,15,17,0.882,10,24,34,27,12,6,15,19,114,121.33333333333333,122.5,0.48033333333333333,0.479,22.333333333333332,22.75,12.333333333333334,12.25
1610612742,22300143,2023-11-05,DAL vs. CHA,W,5,1,0.833,240,43,91,0.473,14,42,0.333,24,32,0.75,9,38,47,31,3,6,10,19,124,117.66666666666667,120.8,0.478,0.47859999999999997,24.666666666666668,23.6,14.333333333333334,12.8
1610612742,22300147,2023-11-06,DAL @ ORL,W,6,1,0.857,240,41,82,0.5,15,40,0.375,20,28,0.714,5,26,31,21,9,6,14,20,117,117.33333333333333,120.4,0.46900000000000003,0.4782,27.0,25.0,12.666666666666666,12.4
1610612742,22300168,2023-11-08,DAL vs. TOR,L,6,2,0.75,240,40,84,0.476,17,41,0.415,19,31,0.613,6,32,38,25,4,6,15,21,116,118.33333333333333,118.8,0.48333333333333334,0.4814,26.333333333333332,25.2,13.0,13.4
1610612742,22300014,2023-11-10,DAL vs. LAC,W,7,2,0.778,240,51,98,0.52,19,42,0.452,23,26,0.885,15,26,41,30,7,1,8,23,144,119.0,117.0,0.48300000000000004,0.4766,25.666666666666668,25.4,13.0,13.4
1610612742,22300183,2023-11-12,DAL @ NOP,W,8,2,0.8,240,50,102,0.49,20,53,0.377,16,21,0.762,8,34,42,29,7,6,6,19,136,125.66666666666667,123.0,0.49866666666666665,0.48919999999999997,25.333333333333332,26.8,12.333333333333334,12.4
1610612742,22300022,2023-11-14,DAL @ NOP,L,8,3,0.727,240,38,90,0.422,14,42,0.333,20,26,0.769,16,29,45,25,4,3,20,16,110,132.0,127.4,0.49533333333333335,0.4917999999999999,28.0,27.2,9.666666666666666,10.6
1610612742,22300192,2023-11-15,DAL @ WAS,W,9,3,0.75,240,48,92,0.522,17,42,0.405,17,29,0.586,9,37,46,32,6,4,10,16,130,130.0,124.6,0.47733333333333333,0.4816,28.0,26.0,11.333333333333334,12.6
1610612742,22300205,2023-11-18,DAL @ MIL,L,9,4,0.692,240,51,103,0.495,16,47,0.34,7,10,0.7,11,38,49,27,1,2,12,16,125,125.33333333333333,127.2,0.478,0.48599999999999993,28.666666666666668,28.2,12.0,11.8
1610612742,22300212,2023-11-19,DAL vs. SAC,L,9,5,0.643,240,41,88,0.466,12,34,0.353,19,26,0.731,11,29,40,23,8,2,10,15,113,121.66666666666667,129.0,0.4796666666666667,0.48979999999999996,28.0,28.6,14.0,11.2
1610612742,22300238,2023-11-22,DAL @ LAL,W,10,5,0.667,240,38,96,0.396,16,50,0.32,12,16,0.75,11,37,48,21,5,4,4,18,104,122.66666666666667,122.8,0.49433333333333335,0.479,27.333333333333332,27.2,10.666666666666666,11.6
1610612742,22300244,2023-11-25,DAL @ LAC,L,10,6,0.625,240,34,91,0.374,9,38,0.237,11,14,0.786,10,27,37,17,6,5,9,24,88,114.0,116.4,0.4523333333333333,0.46020000000000005,23.666666666666668,25.6,8.666666666666666,11.2
1610612742,22300059,2023-11-28,DAL vs. HOU,W,11,6,0.647,240,42,89,0.472,12,34,0.353,25,29,0.862,9,29,38,25,5,4,7,25,121,101.66666666666667,112.0,0.412,0.4506,20.333333333333332,24.0,7.666666666666667,9.0
1610612742,22300277,2023-12-01,DAL vs. MEM,L,11,7,0.611,240,34,92,0.37,12,39,0.308,14,21,0.667,13,29,42,27,9,5,11,13,94,104.33333333333333,110.2,0.414,0.4406,21.0,22.6,6.666666666666667,8.4
1610612742,22300287,2023-12-02,DAL vs. OKC,L,11,8,0.579,240,39,87,0.448,19,52,0.365,23,35,0.657,15,32,47,26,5,12,15,21,120,101.0,104.0,0.4053333333333333,0.41559999999999997,23.0,22.6,9.0,8.2
1610612742,22301213,2023-12-06,DAL vs. UTA,W,12,8,0.6,240,56,101,0.554,22,49,0.449,13,19,0.684,11,36,47,37,11,5,7,14,147,111.66666666666667,105.4,0.43,0.41200000000000003,26.0,23.2,11.0,9.2
1610612742,22301226,2023-12-08,DAL @ POR,W,13,8,0.619,240,47,91,0.516,12,39,0.308,19,22,0.864,9,33,42,26,8,5,15,23,125,120.33333333333333,114.0,0.45733333333333337,0.4436,30.0,26.4,11.0,9.8
1610612742,22300299,2023-12-11,DAL @ MEM,W,14,8,0.636,240,43,86,0.5,17,40,0.425,17,19,0.895,10,33,43,27,8,9,17,17,120,130.66666666666666,121.4,0.506,0.472,29.666666666666668,28.2,12.333333333333334,11.0
1610612742,22300306,2023-12-12,DAL vs. LAL,W,15,8,0.652,240,44,89,0.494,21,43,0.488,18,21,0.857,12,24,36,28,7,5,10,17,127,130.66666666666666,121.2,0.5233333333333333,0.47759999999999997,30.0,28.6,13.0,13.0
1610612742,22300321,2023-12-14,DAL vs. MIN,L,15,9,0.625,240,39,83,0.47,7,32,0.219,16,18,0.889,4,30,34,21,6,2,15,19,101,124.0,127.8,0.5033333333333333,0.5024,27.0,28.8,14.0,12.8
1610612742,22300341,2023-12-16,DAL @ POR,W,16,9,0.64,240,48,97,0.495,16,47,0.34,19,21,0.905,11,36,47,27,7,2,12,17,131,116.0,124.0,0.488,0.5067999999999999,25.333333333333332,27.8,14.0,12.8
1610612742,22300356,2023-12-18,DAL @ DEN,L,16,10,0.615,240,41,92,0.446,13,38,0.342,9,19,0.474,15,28,43,19,2,0,11,20,104,119.66666666666667,120.8,0.48633333333333334,0.495,25.333333333333332,25.8,12.333333333333334,13.8
1610612742,22300372,2023-12-20,DAL vs. LAC,L,16,11,0.593,240,39,91,0.429,14,43,0.326,19,27,0.704,13,23,36,23,8,3,6,19,111,112.0,116.6,0.4703333333333333,0.48100000000000004,22.333333333333332,24.4,12.666666666666666,13.0
1610612742,22300385,2023-12-22,DAL @ HOU,L,16,12,0.571,240,35,101,0.347,7,40,0.175,19,26,0.731,14,33,47,18,10,1,11,17,96,115.33333333333333,114.8,0.4566666666666667,0.4668,23.0,23.6,9.666666666666666,10.8
1610612742,22300398,2023-12-23,DAL vs. SAS,W,17,12,0.586,240,52,100,0.52,23,45,0.511,17,21,0.81,11,41,52,26,7,6,12,18,144,103.66666666666667,108.6,0.4073333333333333,0.43739999999999996,20.0,21.6,9.333333333333334,11.0
1610612742,22300405,2023-12-25,DAL @ PHX,W,18,12,0.6,240,45,84,0.536,16,44,0.364,22,30,0.733,8,30,38,28,7,6,11,20,128,117.0,117.2,0.432,0.4474,22.333333333333332,22.6,9.666666666666666,10.4
1610612742,22300420,2023-12-27,DAL vs. CLE,L,18,13,0.581,240,39,88,0.443,10,37,0.27,22,26,0.846,7,30,37,21,12,7,10,21,110,122.66666666666667,116.6,0.4676666666666667,0.4556,24.0,22.8,11.333333333333334,10.2
1610612742,22300423,2023-12-28,DAL @ MIN,L,18,14,0.563,240,40,90,0.444,14,33,0.424,16,19,0.842,13,26,39,29,9,3,16,27,110,127.33333333333333,117.8,0.4996666666666667,0.45499999999999996,25.0,23.2,11.0,10.0
1610612742,22300444,2023-12-30,DAL @ GSW,W,19,14,0.576,240,49,88,0.557,16,40,0.4,18,22,0.818,6,37,43,25,5,2,9,14,132,116.0,117.6,0.47433333333333333,0.458,26.0,24.4,12.333333333333334,12.0
1610612742,22300457,2024-01-01,DAL @ UTA,L,19,15,0.559,240,37,93,0.398,11,40,0.275,5,10,0.5,8,33,41,28,6,5,16,15,90,117.33333333333333,124.8,0.48133333333333334,0.5,25.0,25.8,11.666666666666666,11.6
1610612742,22300472,2024-01-03,DAL vs. POR,W,20,15,0.571,240,42,84,0.5,13,30,0.433,29,41,0.707,7,36,43,25,12,7,11,18,126,110.66666666666667,114.0,0.4663333333333333,0.4756,27.333333333333332,26.2,13.666666666666666,12.4
1610612742,22300487,2024-01-05,DAL vs. POR,W,21,15,0.583,240,56,96,0.583,17,38,0.447,10,15,0.667,10,42,52,35,11,8,17,21,139,116.0,113.6,0.48500000000000004,0.46840000000000004,26.0,25.6,12.0,12.4
1610612742,22300501,2024-01-07,DAL vs. MIN,W,22,15,0.595,240,43,95,0.453,15,40,0.375,14,20,0.7,15,29,44,20,7,8,11,19,115,118.33333333333333,119.4,0.49366666666666664,0.49640000000000006,29.333333333333332,28.4,14.666666666666666,13.8
1610612742,22300515,2024-01-09,DAL vs. MEM,L,22,16,0.579,240,36,82,0.439,9,27,0.333,22,27,0.815,8,25,33,20,9,4,12,17,103,126.66666666666667,120.4,0.5119999999999999,0.49820000000000003,26.666666666666668,26.6,13.0,12.8
1610612742,22300530,2024-01-11,DAL vs. NYK,W,23,16,0.59,240,44,88,0.5,17,41,0.415,23,30,0.767,11,27,38,27,6,2,10,19,128,119.0,114.6,0.4916666666666667,0.4746,25.0,25.6,13.333333333333334,13.4
1610612742,22300547,2024-01-13,DAL vs. NOP,L,23,17,0.575,240,37,82,0.451,15,41,0.366,19,20,0.95,9,25,34,23,6,1,12,25,108,115.33333333333333,122.2,0.46399999999999997,0.495,22.333333333333332,25.4,11.0,12.2
1610612742,22300556,2024-01-15,DAL vs. NOP,W,24,17,0.585,240,39,85,0.459,18,43,0.419,29,35,0.829,13,29,42,24,4,6,11,29,125,113.0,118.6,0.4633333333333333,0.4852,23.333333333333332,25.0,11.333333333333334,12.4
1610612742,22300577,2024-01-17,DAL @ LAL,L,24,18,0.571,240,42,91,0.462,11,40,0.275,15,18,0.833,11,32,43,26,4,5,15,19,110,120.33333333333333,115.8,0.47000000000000003,0.46040000000000003,24.666666666666668,22.8,11.0,11.2
1610612742,22300611,2024-01-22,DAL vs. BOS,L,24,19,0.558,240,43,97,0.443,14,40,0.35,10,14,0.714,10,38,48,24,4,4,10,20,110,114.33333333333333,114.8,0.45733333333333337,0.4622,24.333333333333332,24.0,12.666666666666666,12.0
1610612742,22300625,2024-01-24,DAL vs. PHX,L,24,20,0.545,240,41,89,0.461,17,43,0.395,10,18,0.556,10,23,33,25,4,3,14,16,109,115.0,116.2,0.4546666666666666,0.46299999999999997,24.666666666666668,24.8,12.0,11.6
1610612742,22300634,2024-01-26,DAL @ ATL,W,25,20,0.556,240,51,85,0.6,19,35,0.543,27,32,0.844,6,31,37,28,3,5,13,25,148,109.66666666666667,112.4,0.45533333333333337,0.45519999999999994,25.0,24.4,13.0,12.4
1610612742,22300651,2024-01-27,DAL vs. SAC,L,25,21,0.543,240,43,98,0.439,16,46,0.348,13,18,0.722,13,30,43,35,7,2,10,24,115,122.33333333333333,120.4,0.5013333333333333,0.485,25.666666666666668,25.4,12.333333333333334,12.6
1610612742,22300666,2024-01-29,DAL vs. ORL,W,26,21,0.553,240,43,69,0.623,13,27,0.481,32,43,0.744,3,32,35,27,6,2,15,24,131,124.0,118.4,0.5,0.481,29.333333333333332,27.6,12.333333333333334,12.4
1610612742,22300680,2024-01-31,DAL @ MIN,L,26,22,0.542,240,31,76,0.408,6,29,0.207,19,26,0.731,9,22,31,18,4,4,16,24,87,131.33333333333334,122.6,0.5539999999999999,0.5132,30.0,27.8,12.666666666666666,12.4
1610612742,22300702,2024-02-03,DAL vs. MIL,L,26,23,0.531,240,40,81,0.494,16,39,0.41,21,23,0.913,8,34,42,22,9,1,21,19,117,111.0,118.0,0.49,0.5062,26.666666666666668,26.6,13.666666666666666,13.6
1610612742,22300715,2024-02-05,DAL @ PHI,W,27,23,0.54,240,42,87,0.483,17,43,0.395,17,23,0.739,8,36,44,28,6,4,9,16,118,111.66666666666667,119.6,0.5083333333333333,0.5128,22.333333333333332,26.0,17.333333333333332,15.0
1610612742,22300720,2024-02-06,DAL @ BKN,W,28,23,0.549,240,46,91,0.505,19,43,0.442,8,13,0.615,6,39,45,25,7,3,10,12,119,107.33333333333333,113.6,0.46166666666666667,0.4894,22.666666666666668,26.0,15.333333333333334,14.2
1610612742,22300736,2024-02-08,DAL @ NYK,W,29,23,0.558,240,43,82,0.524,18,42,0.429,18,23,0.783,6,34,40,30,7,6,8,13,122,118.0,114.4,0.494,0.5025999999999999,25.0,24.0,13.333333333333334,14.2
1610612742,22300748,2024-02-10,DAL vs. OKC,W,30,23,0.566,240,53,91,0.582,15,38,0.395,25,33,0.758,11,43,54,30,8,3,12,23,146,119.66666666666667,112.6,0.504,0.48279999999999995,27.666666666666668,24.6,9.0,12.8
