Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PTS_avg_3,PTS_avg_5,FG_PCT_avg_3,FG_PCT_avg_5,AST_avg_3,AST_avg_5,TOV_avg_3,TOV_avg_5,is_home,opponent_abbr,opp_AST_avg_season,opp_TRB_avg_season,opp_FG%_avg_season,opp_TOV_avg_season,opp_PTS_avg_3,opp_PTS_avg_5,opp_FG_PCT_avg_3,opp_FG_PCT_avg_5,opp_AST_avg_3,opp_AST_avg_5,opp_TOV_avg_3,opp_TOV_avg_5,win_streak,rest_days,back_to_back
1610612751,22300067,2023-10-25,BKN vs. CLE,L,0,1,0.0,240,42,84,0.5,9,27,0.333,20,26,0.769,13,37,50,30,6,6,17,16,113,,,,,,,,,1,CLE,28.036585365853657,43.28048780487805,0.4795487804878048,12.74390243902439,,,,,,,,,0,,0
1610612751,22300084,2023-10-27,BKN @ DAL,L,0,2,0.0,240,45,92,0.489,21,43,0.488,9,10,0.9,10,37,47,30,5,4,15,28,120,113.0,113.0,0.5,0.5,30.0,30.0,17.0,17.0,0,DAL,25.682926829268293,42.9390243902439,0.4814878048780487,12.085365853658535,,,,,,,,,0,2.0,0
1610612751,22300101,2023-10-30,BKN @ CHA,W,1,2,0.333,240,49,87,0.563,12,33,0.364,23,32,0.719,10,36,46,25,4,8,13,19,133,116.5,116.5,0.4945,0.4945,30.0,30.0,16.0,16.0,0,CHA,24.79268292682927,40.28048780487805,0.4611951219512195,12.98780487804878,116.0,116.0,0.5,0.5,34.0,34.0,19.0,19.0,1,3.0,0
1610612751,22300119,2023-11-01,BKN @ MIA,W,2,2,0.5,240,37,82,0.451,16,36,0.444,19,26,0.731,7,40,47,27,11,4,18,18,109,122.0,122.0,0.517333333,0.517333333,28.33333333,28.33333333,15.0,15.0,0,MIA,25.804878048780488,42.29268292682927,0.4654634146341463,11.817073170731708,101.33333333333331,101.33333333333331,0.4103333333333334,0.4103333333333334,23.33333333333333,23.33333333333333,11.0,11.0,2,2.0,0
1610612751,22300004,2023-11-03,BKN @ CHI,W,3,2,0.6,240,44,96,0.458,18,45,0.4,3,5,0.6,8,31,39,32,4,4,8,12,109,120.6666667,118.75,0.501,0.50075,27.33333333,28.0,15.33333333,15.75,0,CHI,24.97560975609756,43.81707317073171,0.4713536585365853,11.670731707317072,106.0,105.5,0.4176666666666666,0.417,17.666666666666668,19.75,12.333333333333334,12.25,3,2.0,0
1610612751,22300136,2023-11-04,BKN vs. BOS,L,3,3,0.5,240,43,100,0.43,17,52,0.327,11,17,0.647,10,32,42,22,4,5,5,21,114,117.0,116.8,0.490666667,0.4922,28.0,28.8,13.0,14.2,1,BOS,26.914634146341463,46.329268292682926,0.4876585365853658,11.268292682926829,117.66666666666669,117.66666666666669,0.485,0.485,23.0,23.0,15.0,15.0,0,1.0,0
1610612751,22300149,2023-11-06,BKN vs. MIL,L,3,4,0.429,240,49,101,0.485,16,45,0.356,11,13,0.846,11,35,46,22,2,4,8,16,125,110.6666667,117.0,0.446333333,0.4782,27.0,27.2,10.33333333,11.8,1,MIL,26.536585365853657,44.170731707317074,0.4880121951219513,12.378048780487806,114.33333333333331,115.25,0.4733333333333334,0.4815,21.666666666666668,21.25,16.333333333333332,15.75,0,2.0,0
1610612751,22300160,2023-11-08,BKN vs. LAC,W,4,4,0.5,240,37,92,0.402,15,41,0.366,11,13,0.846,14,35,49,22,10,10,14,14,100,116.0,118.0,0.457666667,0.4774,25.33333333,25.6,7.0,10.4,1,LAC,25.57317073170732,42.96341463414634,0.4891341463414634,12.231707317073171,122.0,121.4,0.4949999999999999,0.5078,24.666666666666668,25.4,15.0,15.2,1,2.0,0
1610612751,22300010,2023-11-10,BKN @ BOS,L,4,5,0.444,240,38,85,0.447,15,37,0.405,16,18,0.889,9,37,46,26,0,3,10,25,107,113.0,111.4,0.439,0.4452,22.0,25.0,9.0,10.6,0,BOS,26.914634146341463,46.329268292682926,0.4876585365853658,11.268292682926829,129.33333333333334,126.6,0.4789999999999999,0.4822,23.0,24.0,12.666666666666666,14.0,0,2.0,0
1610612751,22300178,2023-11-12,BKN vs. WAS,W,5,5,0.5,240,37,98,0.378,12,49,0.245,16,20,0.8,20,46,66,22,6,6,18,18,102,110.6666667,111.0,0.444666667,0.4444,23.33333333,24.8,10.66666667,9.0,1,WAS,27.902439024390244,41.073170731707314,0.4708414634146342,13.548780487804878,124.66666666666669,120.4,0.5209999999999999,0.5032,30.0,29.6,16.333333333333332,15.0,1,2.0,0
1610612751,22300020,2023-11-14,BKN vs. ORL,W,6,5,0.545,240,46,85,0.541,19,39,0.487,13,20,0.65,13,31,44,22,13,3,15,24,124,103.0,109.6,0.409,0.4284,23.33333333,22.8,14.0,11.0,1,ORL,24.67073170731708,42.30487804878049,0.4777682926829268,13.78048780487805,113.66666666666669,111.6,0.4643333333333333,0.4642,25.0,25.0,18.0,17.4,2,2.0,0
1610612751,22300200,2023-11-16,BKN @ MIA,L,6,6,0.5,240,40,85,0.471,14,36,0.389,21,27,0.778,10,30,40,29,5,3,14,20,115,111.0,111.6,0.455333333,0.4506,23.33333333,22.8,14.33333333,13.0,0,MIA,25.804878048780488,42.29268292682927,0.4654634146341463,11.817073170731708,114.33333333333331,114.4,0.4603333333333333,0.4894,23.666666666666668,27.2,12.666666666666666,14.8,0,2.0,0
1610612751,22300208,2023-11-19,BKN vs. PHI,L,6,7,0.462,240,38,81,0.469,11,28,0.393,12,16,0.75,9,36,45,24,2,8,15,14,99,113.6666667,109.6,0.463333333,0.4478,24.33333333,24.2,15.66666667,14.2,1,PHI,24.890243902439025,42.95121951219512,0.4654512195121951,11.268292682926829,123.33333333333331,118.0,0.488,0.4655999999999999,22.666666666666668,22.2,12.0,11.2,0,3.0,0
1610612751,22300227,2023-11-22,BKN @ ATL,L,6,8,0.429,265,55,113,0.487,15,35,0.429,20,24,0.833,22,37,59,28,8,6,16,24,145,112.6666667,109.4,0.493666667,0.4612,25.0,24.6,14.66666667,14.4,0,ATL,26.585365853658537,44.670731707317074,0.4664146341463413,12.75609756097561,118.66666666666669,117.0,0.5043333333333333,0.4864,26.666666666666668,25.0,14.0,16.0,0,3.0,0
1610612751,22300240,2023-11-25,BKN vs. MIA,W,7,8,0.467,240,39,78,0.5,14,36,0.389,20,23,0.87,8,34,42,27,11,9,11,18,112,119.6666667,117.0,0.475666667,0.4692,27.0,25.0,15.0,15.6,1,MIA,25.804878048780488,42.29268292682927,0.4654634146341463,11.817073170731708,114.66666666666669,115.4,0.484,0.4906,28.0,27.2,11.0,9.8,1,3.0,0
