Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PTS_avg_3,PTS_avg_5,FG_PCT_avg_3,FG_PCT_avg_5,AST_avg_3,AST_avg_5,TOV_avg_3,TOV_avg_5,is_home,opponent_abbr,AST_avg_season,opp_AST_avg_season,TRB_avg_season,opp_TRB_avg_season,FG%_avg_season,opp_FG%_avg_season,TOV_avg_season,opp_TOV_avg_season,opp_PTS_avg_3,opp_PTS_avg_5,opp_FG_PCT_avg_3,opp_FG_PCT_avg_5,opp_AST_avg_3,opp_AST_avg_5,opp_TOV_avg_3,opp_TOV_avg_5,win_streak,rest_days,back_to_back
1610612758,22300072,2023-10-25,SAC @ UTA,W,1,0,1.0,240,47,102,0.461,19,51,0.373,17,20,0.85,15,30,45,29,6,8,11,25,130,,,,,,,,,0,UTA,28.341463414634145,27.21951219512195,43.98780487804878,45.45121951219512,0.476719512195122,0.4676341463414634,12.548780487804878,14.975609756097562,,,,,,,,,1,,0
1610612758,22300087,2023-10-27,SAC vs. GSW,L,1,1,0.5,240,41,94,0.436,12,40,0.3,20,29,0.69,10,31,41,24,10,3,14,16,114,130.0,130.0,0.461,0.461,29.0,29.0,11.0,11.0,1,GSW,28.341463414634145,29.29268292682927,43.98780487804878,46.707317073170735,0.476719512195122,0.4779390243902439,12.548780487804878,13.707317073170731,,,,,,,,,0,2.0,0
1610612758,22300100,2023-10-29,SAC vs. LAL,W,2,1,0.667,265,49,104,0.471,17,48,0.354,17,24,0.708,6,41,47,30,6,7,10,28,132,122.0,122.0,0.4485,0.4485,26.5,26.5,12.5,12.5,1,LAL,28.341463414634145,28.536585365853657,43.98780487804878,43.109756097560975,0.476719512195122,0.499609756097561,12.548780487804878,13.414634146341465,107.0,107.0,0.456,0.456,23.0,23.0,11.0,11.0,1,2.0,0
1610612758,22300126,2023-11-01,SAC @ GSW,L,2,2,0.5,240,36,88,0.409,11,35,0.314,18,23,0.783,14,34,48,24,8,4,12,17,101,125.33333333333331,125.33333333333331,0.4559999999999999,0.4559999999999999,27.666666666666668,27.666666666666668,11.666666666666666,11.666666666666666,0,GSW,28.341463414634145,29.29268292682927,43.98780487804878,46.707317073170735,0.476719512195122,0.4779390243902439,12.548780487804878,13.707317073170731,110.66666666666669,110.66666666666669,0.4466666666666667,0.4466666666666667,26.0,26.0,14.666666666666666,14.666666666666666,0,3.0,0
1610612758,22300137,2023-11-04,SAC @ HOU,L,2,3,0.4,240,32,84,0.381,11,41,0.268,14,19,0.737,8,35,43,20,5,6,11,19,89,115.66666666666669,119.25,0.4386666666666666,0.44425,26.0,26.75,12.0,11.75,0,HOU,28.341463414634145,24.817073170731707,43.98780487804878,45.45121951219512,0.476719512195122,0.4594756097560976,12.548780487804878,12.207317073170731,101.0,101.0,0.4343333333333333,0.4343333333333333,23.666666666666668,23.666666666666668,14.333333333333334,14.333333333333334,0,3.0,0
1610612758,22300153,2023-11-06,SAC @ HOU,L,2,4,0.333,240,36,81,0.444,14,40,0.35,11,20,0.55,12,22,34,22,5,2,13,22,97,107.33333333333331,113.2,0.4203333333333333,0.4316,24.666666666666668,25.4,11.0,11.6,0,HOU,28.341463414634145,24.817073170731707,43.98780487804878,45.45121951219512,0.476719512195122,0.4594756097560976,12.548780487804878,12.207317073170731,115.0,107.75,0.474,0.45675,29.0,26.5,14.0,15.0,0,2.0,0
1610612758,22300170,2023-11-08,SAC vs. POR,W,3,4,0.429,265,41,89,0.461,11,37,0.297,28,38,0.737,15,35,50,32,11,6,21,24,121,95.66666666666669,106.6,0.4113333333333333,0.4282,22.0,24.0,12.0,12.0,1,POR,28.341463414634145,23.09756097560976,43.98780487804878,42.74390243902439,0.476719512195122,0.4396707317073171,12.548780487804878,14.414634146341465,108.0,103.8,0.4406666666666667,0.4206,20.666666666666668,19.2,15.0,15.2,1,2.0,0
1610612758,22300016,2023-11-10,SAC vs. OKC,W,4,4,0.5,240,38,91,0.418,13,47,0.277,16,21,0.762,16,36,52,28,10,9,17,22,105,102.33333333333331,108.0,0.4286666666666667,0.4332,24.666666666666668,25.6,15.0,13.4,1,OKC,28.341463414634145,27.10975609756097,43.98780487804878,42.03658536585366,0.476719512195122,0.5000243902439024,12.548780487804878,11.829268292682928,123.66666666666669,118.0,0.5043333333333333,0.4907999999999999,25.33333333333333,23.8,15.333333333333334,14.0,2,2.0,0
1610612758,22300191,2023-11-13,SAC vs. CLE,W,5,4,0.556,240,49,83,0.59,20,42,0.476,14,22,0.636,8,29,37,32,3,4,10,19,132,107.66666666666669,102.6,0.441,0.4226,27.33333333333333,25.2,17.0,14.8,1,CLE,28.341463414634145,28.036585365853657,43.98780487804878,43.28048780487805,0.476719512195122,0.4795487804878048,12.548780487804878,12.74390243902439,117.0,107.4,0.508,0.4694,26.33333333333333,24.0,16.333333333333332,16.4,3,3.0,0
1610612758,22300198,2023-11-15,SAC @ LAL,W,6,4,0.6,240,48,96,0.5,16,44,0.364,13,17,0.765,11,34,45,31,20,1,15,20,125,119.33333333333331,108.8,0.4896666666666666,0.4588,30.666666666666668,26.8,16.0,14.4,0,LAL,28.341463414634145,28.536585365853657,43.98780487804878,43.109756097560975,0.476719512195122,0.499609756097561,12.548780487804878,13.414634146341465,110.66666666666669,108.0,0.4706666666666666,0.479,24.666666666666668,23.8,9.666666666666666,12.6,4,2.0,0
