Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PTS_avg_3,PTS_avg_5,FG_PCT_avg_3,FG_PCT_avg_5,AST_avg_3,AST_avg_5,TOV_avg_3,TOV_avg_5,is_home,opponent_abbr,AST_avg_season,opp_AST_avg_season,TRB_avg_season,opp_TRB_avg_season,FG%_avg_season,opp_FG%_avg_season,TOV_avg_season,opp_TOV_avg_season,opp_PTS_avg_3,opp_PTS_avg_5,opp_FG_PCT_avg_3,opp_FG_PCT_avg_5,opp_AST_avg_3,opp_AST_avg_5,opp_TOV_avg_3,opp_TOV_avg_5
1610612762,22300261,2023-11-29,UTA @ MEM,L,6,12,0.333,240,34,90,0.378,16,39,0.41,7,12,0.583,12,27,39,26,8,8,17,14,91,108.0,112.0,0.4416666666666667,0.426,26.33333333333333,26.2,18.0,17.2,0,MEM,27.21951219512195,24.695121951219512,45.45121951219512,42.609756097560975,0.4676341463414634,0.4352317073170731,14.975609756097562,14.21951219512195,93.33333333333331,101.4,0.3936666666666666,0.4028,22.33333333333333,23.6,10.333333333333334,10.4
1610612762,22300270,2023-11-30,UTA @ MIN,L,6,13,0.316,240,33,87,0.379,11,34,0.324,13,14,0.929,13,38,51,22,6,4,19,19,90,103.33333333333331,102.8,0.4116666666666666,0.4182,26.666666666666668,26.0,16.666666666666668,17.0,0,MIN,27.21951219512195,26.634146341463413,45.45121951219512,43.6219512195122,0.4676341463414634,0.4865,14.975609756097562,13.353658536585366,114.0,116.0,0.4843333333333333,0.5008000000000001,27.666666666666668,28.4,14.666666666666666,14.2
1610612762,22300289,2023-12-02,UTA vs. POR,W,7,13,0.35,265,46,94,0.489,7,34,0.206,19,24,0.792,16,40,56,27,5,11,17,21,118,98.33333333333331,101.0,0.3923333333333333,0.4164,26.33333333333333,25.4,15.333333333333334,18.0,1,POR,27.21951219512195,23.09756097560976,45.45121951219512,42.74390243902439,0.4676341463414634,0.4396707317073171,14.975609756097562,14.414634146341465,112.33333333333331,107.0,0.463,0.4452,24.0,22.6,15.333333333333334,15.2
1610612762,22301213,2023-12-06,UTA @ DAL,L,7,14,0.333,240,35,87,0.402,12,33,0.364,15,18,0.833,11,32,43,22,6,3,19,20,97,99.66666666666669,103.6,0.4153333333333333,0.4206,25.0,25.8,17.666666666666668,17.2,0,DAL,27.21951219512195,25.682926829268293,45.45121951219512,42.9390243902439,0.4676341463414634,0.4814878048780487,14.975609756097562,12.085365853658535,101.0,104.0,0.4053333333333333,0.4155999999999999,23.0,22.6,9.0,8.2
1610612762,22301225,2023-12-08,UTA vs. LAC,L,7,15,0.318,240,38,84,0.452,9,31,0.29,18,24,0.75,8,32,40,23,10,10,13,17,103,101.66666666666669,102.0,0.4233333333333333,0.4136,23.666666666666668,25.6,18.33333333333333,16.4,1,LAC,27.21951219512195,25.57317073170732,45.45121951219512,42.96341463414634,0.4676341463414634,0.4891341463414634,14.975609756097562,12.231707317073171,119.33333333333331,113.8,0.4896666666666667,0.4625999999999999,28.33333333333333,25.6,7.0,9.2
1610612762,22300302,2023-12-11,UTA @ OKC,L,7,16,0.304,240,44,92,0.478,12,38,0.316,20,21,0.952,9,32,41,32,9,9,15,21,120,106.0,99.8,0.4476666666666666,0.42,24.0,24.0,16.333333333333332,17.0,0,OKC,27.21951219512195,27.10975609756097,45.45121951219512,42.03658536585366,0.4676341463414634,0.5000243902439024,14.975609756097562,11.829268292682928,120.0,117.2,0.4656666666666667,0.4493999999999999,25.0,25.2,9.0,7.8
1610612762,22300318,2023-12-13,UTA vs. NYK,W,8,16,0.333,240,43,98,0.439,16,42,0.381,15,21,0.714,15,38,53,31,5,4,15,27,117,106.66666666666669,105.6,0.444,0.44,25.666666666666668,25.2,15.666666666666666,16.6,1,NYK,27.21951219512195,24.365853658536587,45.45121951219512,45.170731707317074,0.4676341463414634,0.4662926829268293,14.975609756097562,12.231707317073171,121.33333333333331,119.4,0.498,0.4852,28.33333333333333,26.2,13.666666666666666,13.6
1610612762,22300323,2023-12-14,UTA @ POR,W,9,16,0.36,240,49,92,0.533,11,33,0.333,13,14,0.929,13,32,45,27,9,9,11,14,122,113.33333333333331,111.0,0.4563333333333333,0.4519999999999999,28.666666666666668,27.0,14.333333333333334,15.8,0,POR,27.21951219512195,23.09756097560976,45.45121951219512,42.74390243902439,0.4676341463414634,0.4396707317073171,14.975609756097562,14.414634146341465,110.33333333333331,109.6,0.3940000000000001,0.4317999999999999,19.666666666666668,21.6,11.333333333333334,14.4
1610612762,22300342,2023-12-16,UTA @ SAC,L,9,17,0.346,240,38,86,0.442,12,37,0.324,16,21,0.762,9,28,37,28,8,3,12,12,104,119.66666666666669,111.8,0.4833333333333334,0.4608,30.0,27.0,13.666666666666666,14.6,0,SAC,27.21951219512195,28.341463414634145,45.45121951219512,43.98780487804878,0.4676341463414634,0.476719512195122,14.975609756097562,12.548780487804878,114.66666666666669,116.8,0.4623333333333333,0.4638,30.0,30.4,13.0,12.6
1610612762,22300357,2023-12-18,UTA vs. BKN,W,10,17,0.37,240,45,91,0.495,14,34,0.412,21,24,0.875,12,39,51,30,6,8,14,20,125,114.33333333333331,113.2,0.4713333333333334,0.4688,28.666666666666668,28.2,12.666666666666666,13.2,1,BKN,27.21951219512195,25.634146341463413,45.45121951219512,44.0609756097561,0.4676341463414634,0.4571097560975609,14.975609756097562,12.317073170731708,111.6666667,114.6,0.449666667,0.4574,25.33333333,25.4,12.0,11.6
