Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PTS_avg_3,PTS_avg_5,FG_PCT_avg_3,FG_PCT_avg_5,AST_avg_3,AST_avg_5,TOV_avg_3,TOV_avg_5,is_home,opponent_abbr
1610612743,22300024,2023-11-14,DEN vs. LAC,W,9,2,0.818,240,39,73,0.534,8,23,0.348,25,32,0.781,6,30,36,26,4,2,14,19,111,115.33333333333331,118.8,0.4816666666666667,0.4982,28.33333333333333,29.8,8.666666666666666,10.8,1,LAC
1610612743,22300034,2023-11-17,DEN @ NOP,L,9,3,0.75,240,47,96,0.49,10,40,0.25,6,12,0.5,11,40,51,37,4,3,13,20,110,107.66666666666669,116.0,0.4806666666666667,0.4996,24.666666666666668,28.4,10.333333333333334,10.2,0,NOP
1610612743,22300210,2023-11-19,DEN @ CLE,L,9,4,0.692,240,39,82,0.476,14,29,0.483,17,23,0.739,9,24,33,23,7,5,11,21,109,108.33333333333331,113.4,0.4953333333333334,0.4937999999999999,29.0,29.6,12.666666666666666,10.6,0,CLE
1610612743,22300218,2023-11-20,DEN @ DET,W,10,4,0.714,240,40,87,0.46,11,28,0.393,16,21,0.762,11,32,43,30,7,8,14,17,107,110.0,108.4,0.5,0.4816,28.666666666666668,26.8,12.666666666666666,11.0,0,DET
1610612743,22300226,2023-11-22,DEN @ ORL,L,10,5,0.667,240,44,93,0.473,15,35,0.429,16,21,0.762,17,25,42,29,6,2,10,25,119,108.66666666666669,108.2,0.4753333333333333,0.4844,30.0,28.0,12.666666666666666,12.6,0,ORL
1610612743,22300048,2023-11-24,DEN @ HOU,L,10,6,0.625,240,32,94,0.34,7,30,0.233,15,21,0.714,16,30,46,17,8,4,15,14,86,111.66666666666669,111.2,0.4696666666666667,0.4866,27.33333333333333,29.0,11.666666666666666,12.4,0,HOU
1610612743,22300252,2023-11-26,DEN vs. SAS,W,11,6,0.647,240,50,89,0.562,12,28,0.429,20,25,0.8,11,34,45,38,8,3,19,25,132,104.0,106.2,0.4243333333333334,0.4478,25.33333333333333,27.2,13.0,12.6,1,SAS
1610612743,22300257,2023-11-27,DEN @ LAC,W,12,6,0.667,240,44,92,0.478,10,22,0.455,15,28,0.536,18,34,52,28,8,6,11,22,113,112.33333333333331,110.6,0.4583333333333333,0.4622,28.0,27.4,14.666666666666666,13.8,0,LAC
1610612743,22300263,2023-11-29,DEN vs. HOU,W,13,6,0.684,240,48,95,0.505,19,43,0.442,19,26,0.731,13,28,41,37,4,2,3,18,134,110.33333333333331,111.4,0.4599999999999999,0.4625999999999999,27.666666666666668,28.4,15.0,13.8,1,HOU
1610612743,22300279,2023-12-01,DEN @ PHX,W,14,6,0.7,240,50,88,0.568,12,32,0.375,7,12,0.583,4,28,32,38,8,4,9,21,119,126.33333333333331,116.8,0.515,0.4716,34.333333333333336,29.8,11.0,11.6,0,PHX
1610612743,22300290,2023-12-02,DEN @ SAC,L,14,7,0.667,240,49,99,0.495,6,25,0.24,13,20,0.65,8,38,46,35,9,7,10,14,117,122.0,116.8,0.517,0.4906,34.333333333333336,31.6,7.666666666666667,11.4,0,SAC
1610612743,22301215,2023-12-06,DEN @ LAC,L,14,8,0.636,240,41,98,0.418,12,31,0.387,8,9,0.889,14,32,46,29,7,5,11,20,102,123.33333333333331,123.0,0.5226666666666667,0.5216000000000001,36.66666666666666,35.2,7.333333333333333,10.4,0,LAC
1610612743,22301224,2023-12-08,DEN vs. HOU,L,14,9,0.609,240,38,90,0.422,10,28,0.357,20,27,0.741,12,35,47,22,4,5,10,24,106,112.66666666666669,117.0,0.4936666666666667,0.4928,34.0,33.4,10.0,8.8,1,HOU
1610612743,22300296,2023-12-11,DEN @ ATL,W,15,9,0.625,240,47,88,0.534,12,29,0.414,23,29,0.793,14,35,49,29,9,8,16,19,129,108.33333333333331,115.6,0.445,0.4816,28.666666666666668,32.2,10.333333333333334,8.6,0,ATL
1610612743,22300307,2023-12-12,DEN @ CHI,W,16,9,0.64,240,39,83,0.47,14,30,0.467,22,32,0.688,15,31,46,28,4,4,10,20,114,112.33333333333331,114.6,0.458,0.4874,26.666666666666668,30.6,12.333333333333334,11.2,0,CHI
1610612743,22300322,2023-12-14,DEN vs. BKN,W,17,9,0.654,240,47,99,0.475,12,36,0.333,18,21,0.857,12,36,48,31,13,6,8,15,124,116.33333333333331,113.6,0.4753333333333334,0.4678,26.33333333333333,28.6,12.0,11.4,1,BKN
1610612743,22300340,2023-12-16,DEN vs. OKC,L,17,10,0.63,240,42,93,0.452,12,32,0.375,21,24,0.875,16,30,46,30,5,0,9,22,117,122.33333333333331,115.0,0.4929999999999999,0.4638,29.33333333333333,27.8,11.333333333333334,11.0,1,OKC
1610612743,22300356,2023-12-18,DEN vs. DAL,W,18,10,0.643,240,49,87,0.563,14,26,0.538,18,22,0.818,9,37,46,29,7,4,8,19,130,118.33333333333331,118.0,0.4656666666666667,0.4705999999999999,29.666666666666668,28.0,9.0,10.6,1,DAL
1610612743,22300369,2023-12-20,DEN @ TOR,W,19,10,0.655,240,49,98,0.5,12,33,0.364,3,7,0.429,15,31,46,29,9,9,8,13,113,123.66666666666669,122.8,0.4966666666666666,0.4987999999999999,30.0,29.4,8.333333333333334,10.2,0,TOR
1610612743,22300383,2023-12-22,DEN @ BKN,W,20,10,0.667,240,45,87,0.517,11,26,0.423,21,25,0.84,8,33,41,29,6,5,6,19,122,120.0,119.6,0.505,0.492,29.33333333333333,29.4,8.333333333333334,8.6,0,BKN
1610612743,22300390,2023-12-23,DEN @ CHA,W,21,10,0.677,240,39,90,0.433,12,30,0.4,12,14,0.857,12,36,48,25,11,13,14,21,102,121.66666666666669,121.2,0.5266666666666667,0.5014000000000001,29.0,29.6,7.333333333333333,7.8,0,CHA
1610612743,22300402,2023-12-25,DEN vs. GSW,W,22,10,0.688,240,40,82,0.488,14,34,0.412,26,32,0.813,10,33,43,25,6,4,14,17,120,112.33333333333331,116.8,0.4833333333333333,0.493,27.666666666666668,28.4,9.333333333333334,9.0,1,GSW
1610612743,22300425,2023-12-28,DEN vs. MEM,W,23,10,0.697,240,55,96,0.573,20,41,0.488,12,14,0.857,12,41,53,43,6,7,11,19,142,114.66666666666669,117.4,0.4793333333333333,0.5002,26.33333333333333,27.4,11.333333333333334,10.0,1,MEM
1610612743,22300435,2023-12-29,DEN vs. OKC,L,23,11,0.676,240,36,85,0.424,10,37,0.27,11,15,0.733,5,31,36,30,6,5,16,17,93,121.33333333333331,119.8,0.4979999999999999,0.5022,31.0,30.2,13.0,10.6,1,OKC
1610612743,22300455,2024-01-01,DEN vs. CHA,W,24,11,0.686,240,41,83,0.494,15,38,0.395,14,18,0.778,4,40,44,27,9,9,10,15,111,118.33333333333331,115.8,0.4949999999999999,0.487,32.666666666666664,30.4,13.666666666666666,12.2,1,CHA
1610612743,22300478,2024-01-04,DEN @ GSW,W,25,11,0.694,240,48,85,0.565,9,26,0.346,25,29,0.862,11,25,36,28,7,4,7,15,130,115.33333333333331,113.6,0.4969999999999999,0.4824,33.333333333333336,30.0,12.333333333333334,13.0,0,GSW
1610612743,22300488,2024-01-05,DEN vs. ORL,L,25,12,0.676,240,48,95,0.505,9,33,0.273,15,19,0.789,9,29,38,28,8,1,13,23,120,111.33333333333331,119.2,0.4943333333333333,0.5087999999999999,28.33333333333333,30.6,11.0,11.6,1,ORL
1610612743,22300502,2024-01-07,DEN vs. DET,W,26,12,0.684,240,47,80,0.588,10,27,0.37,27,31,0.871,6,32,38,35,6,10,12,23,131,120.33333333333331,119.2,0.5213333333333333,0.5122,27.666666666666668,31.2,10.0,11.4,1,DET
1610612743,22300524,2024-01-10,DEN @ UTA,L,26,13,0.667,240,37,81,0.457,13,33,0.394,24,28,0.857,8,26,34,26,11,4,16,23,111,127.0,117.0,0.5526666666666666,0.5151999999999999,30.33333333333333,29.6,10.666666666666666,11.6,0,UTA
1610612743,22300539,2024-01-12,DEN vs. NOP,W,27,13,0.675,240,50,90,0.556,14,33,0.424,11,15,0.733,10,38,48,30,5,4,15,18,125,120.66666666666669,120.6,0.5166666666666667,0.5218,29.666666666666668,28.8,13.666666666666666,11.6,1,NOP
1610612743,22300550,2024-01-14,DEN vs. IND,W,28,13,0.683,240,46,71,0.648,10,20,0.5,15,23,0.652,4,36,40,31,8,3,21,18,117,122.33333333333331,123.4,0.5336666666666666,0.5342,30.33333333333333,29.4,14.333333333333334,12.6,1,IND
1610612743,22300566,2024-01-16,DEN @ PHI,L,28,14,0.667,240,45,89,0.506,12,29,0.414,19,25,0.76,16,30,46,23,4,3,10,19,121,117.66666666666669,120.8,0.5536666666666666,0.5508,29.0,30.0,17.333333333333332,15.4,0,PHI
1610612743,22300586,2024-01-19,DEN @ BOS,W,29,14,0.674,240,42,81,0.519,8,31,0.258,10,13,0.769,10,37,47,20,0,3,9,13,102,121.0,121.0,0.57,0.5509999999999999,28.0,29.0,15.333333333333334,14.8,0,BOS
1610612743,22300602,2024-01-21,DEN @ WAS,W,30,14,0.682,240,43,88,0.489,8,22,0.364,19,28,0.679,13,37,50,29,9,11,13,16,113,113.33333333333331,115.2,0.5576666666666666,0.5372,24.666666666666668,26.0,13.333333333333334,14.2,0,WAS
1610612743,22300614,2024-01-23,DEN @ IND,W,31,14,0.689,240,44,88,0.5,11,33,0.333,15,17,0.882,11,31,42,22,5,9,10,17,114,112.0,115.6,0.5046666666666666,0.5436,24.0,26.6,10.666666666666666,13.6,0,IND
1610612743,22300631,2024-01-25,DEN @ NYK,L,31,15,0.674,240,34,84,0.405,5,26,0.192,11,13,0.846,13,27,40,20,2,2,19,20,84,109.66666666666669,113.4,0.5026666666666667,0.5324,23.666666666666668,25.0,10.666666666666666,12.6,0,NYK
1610612743,22300644,2024-01-27,DEN vs. PHI,W,32,15,0.681,240,37,82,0.451,13,37,0.351,24,38,0.632,13,31,44,25,5,3,7,15,111,103.66666666666669,106.8,0.4646666666666667,0.4838,23.666666666666668,22.8,14.0,12.2,1,PHI
1610612743,22300667,2024-01-29,DEN vs. MIL,W,33,15,0.688,240,44,91,0.484,4,18,0.222,21,24,0.875,9,38,47,29,7,4,8,22,113,103.0,104.8,0.452,0.4728,22.33333333333333,23.2,12.0,11.6,1,MIL
1610612743,22300682,2024-01-31,DEN @ OKC,L,33,16,0.673,240,37,93,0.398,15,37,0.405,11,16,0.688,12,35,47,21,7,9,8,23,100,102.66666666666669,107.0,0.4466666666666667,0.4658,24.666666666666668,25.0,11.333333333333334,11.4,0,OKC
1610612743,22300697,2024-02-02,DEN vs. POR,W,34,16,0.68,240,46,91,0.505,12,36,0.333,16,17,0.941,16,32,48,34,3,6,11,20,120,108.0,104.4,0.4443333333333333,0.4476,25.0,23.4,7.666666666666667,10.4,1,POR
1610612743,22300712,2024-02-04,DEN vs. POR,W,35,16,0.686,240,42,86,0.488,12,28,0.429,16,19,0.842,14,28,42,26,8,6,8,11,112,111.0,105.6,0.4623333333333333,0.4486,28.0,25.8,9.0,10.6,1,POR
1610612743,22300740,2024-02-08,DEN @ LAL,W,36,16,0.692,240,47,97,0.485,14,32,0.438,6,7,0.857,14,36,50,33,4,6,12,17,114,110.66666666666669,111.2,0.4636666666666666,0.4651999999999999,27.0,27.0,9.0,8.4,0,LAL
1610612743,22300746,2024-02-09,DEN @ SAC,L,36,17,0.679,240,38,82,0.463,10,29,0.345,20,28,0.714,9,26,35,26,9,5,20,16,106,115.33333333333331,111.8,0.4926666666666667,0.472,31.0,28.6,10.333333333333334,9.4,0,SAC
1610612743,22300767,2024-02-12,DEN @ MIL,L,36,18,0.667,240,36,94,0.383,11,40,0.275,12,17,0.706,12,36,48,24,7,2,13,14,95,110.66666666666669,110.4,0.4786666666666666,0.4678,28.33333333333333,28.0,13.333333333333334,11.8,0,MIL
1610612743,22300786,2024-02-14,DEN vs. SAC,L,36,19,0.655,240,35,89,0.393,9,26,0.346,19,22,0.864,12,33,45,27,6,5,12,18,98,105.0,109.4,0.4436666666666666,0.4648,27.666666666666668,28.6,15.0,12.8,1,SAC
1610612743,22300800,2024-02-22,DEN vs. WAS,W,37,19,0.661,240,56,101,0.554,7,31,0.226,11,15,0.733,13,47,60,41,11,11,16,16,130,99.66666666666669,105.0,0.413,0.4424,25.666666666666668,27.2,15.0,13.0,1,WAS
1610612743,22300812,2024-02-23,DEN @ POR,W,38,19,0.667,240,50,85,0.588,13,33,0.394,14,22,0.636,11,34,45,38,8,6,12,17,127,107.66666666666669,108.6,0.4433333333333333,0.4556,30.666666666666668,30.2,13.666666666666666,14.6,0,POR
1610612743,22300824,2024-02-25,DEN @ GSW,W,39,19,0.672,240,43,88,0.489,11,32,0.344,22,26,0.846,12,33,45,29,10,5,10,20,119,118.33333333333331,111.2,0.5116666666666667,0.4762,35.333333333333336,31.2,13.333333333333334,14.6,0,GSW
1610612743,22300847,2024-02-28,DEN vs. SAC,W,40,19,0.678,240,46,86,0.535,15,35,0.429,10,11,0.909,5,38,43,35,10,6,15,17,117,125.33333333333331,113.8,0.5436666666666666,0.4814,36.0,31.8,12.666666666666666,12.6,1,SAC
1610612743,22300855,2024-02-29,DEN vs. MIA,W,41,19,0.683,240,36,84,0.429,12,34,0.353,19,21,0.905,9,32,41,22,10,8,15,23,103,121.0,118.2,0.5373333333333333,0.5118,34.0,34.0,12.333333333333334,13.0,1,MIA
1610612743,22300869,2024-03-02,DEN @ LAL,W,42,19,0.689,240,54,92,0.587,11,26,0.423,5,7,0.714,11,36,47,34,5,7,10,8,124,113.0,119.2,0.4843333333333333,0.5189999999999999,28.666666666666668,33.0,13.333333333333334,13.6,0,LAL
1610612743,22300893,2024-03-05,DEN vs. PHX,L,42,20,0.677,265,41,96,0.427,15,40,0.375,10,14,0.714,10,41,51,25,6,6,14,15,107,114.66666666666669,118.0,0.517,0.5256000000000001,30.33333333333333,31.6,13.333333333333334,12.4,1,PHX
1610612743,22300906,2024-03-07,DEN vs. BOS,W,43,20,0.683,240,45,90,0.5,4,21,0.19,21,22,0.955,8,37,45,27,10,4,7,19,115,111.33333333333331,114.0,0.481,0.4933999999999999,27.0,29.0,13.0,12.8,1,BOS
1610612743,22300922,2024-03-09,DEN vs. UTA,W,44,20,0.688,240,55,83,0.663,19,32,0.594,13,16,0.813,5,27,32,40,8,10,13,22,142,115.33333333333331,113.2,0.5046666666666667,0.4955999999999999,28.666666666666668,28.6,10.333333333333334,12.2,1,UTA
1610612743,22300937,2024-03-11,DEN vs. TOR,W,45,20,0.692,240,52,95,0.547,10,29,0.345,11,18,0.611,11,31,42,36,8,8,9,14,125,121.33333333333331,118.2,0.53,0.5212,30.666666666666668,29.6,11.333333333333334,11.8,1,TOR
1610612743,22300949,2024-03-13,DEN @ MIA,W,46,20,0.697,240,40,82,0.488,11,33,0.333,9,13,0.692,7,34,41,24,4,2,9,13,100,127.33333333333331,122.6,0.57,0.5448000000000001,34.333333333333336,32.4,9.666666666666666,10.6,0,MIA
1610612743,22300965,2024-03-15,DEN @ SAS,W,47,20,0.701,240,49,89,0.551,10,25,0.4,9,12,0.75,7,33,40,37,13,5,12,20,117,122.33333333333331,117.8,0.566,0.5250000000000001,33.333333333333336,30.4,10.333333333333334,10.4,0,SAS
1610612743,22300978,2024-03-17,DEN @ DAL,L,47,21,0.691,240,37,84,0.44,12,28,0.429,19,22,0.864,6,31,37,26,7,6,7,16,105,114.0,119.8,0.5286666666666667,0.5498000000000001,32.333333333333336,32.8,10.0,10.0,0,DAL
1610612743,22300995,2024-03-19,DEN @ MIN,W,48,21,0.696,240,42,81,0.519,14,27,0.519,17,22,0.773,11,38,49,26,5,1,17,19,115,107.33333333333331,117.8,0.493,0.5378000000000001,29.0,32.6,9.333333333333334,10.0,0,MIN
1610612743,22301009,2024-03-21,DEN vs. NYK,W,49,21,0.7,240,45,84,0.536,6,20,0.3,17,20,0.85,9,33,42,31,5,4,9,14,113,112.33333333333331,112.4,0.5033333333333334,0.509,29.666666666666668,29.8,12.0,10.8,1,NYK
1610612743,22301026,2024-03-23,DEN @ POR,W,50,21,0.704,240,41,91,0.451,8,24,0.333,24,33,0.727,19,30,49,25,8,9,13,17,114,111.0,110.0,0.4983333333333333,0.5067999999999999,27.666666666666668,28.8,11.0,10.8,0,POR
1610612743,22301040,2024-03-25,DEN vs. MEM,W,51,21,0.708,240,48,90,0.533,15,32,0.469,17,18,0.944,15,35,50,38,10,7,15,23,128,114.0,112.8,0.5020000000000001,0.4993999999999999,27.33333333333333,29.0,13.0,11.6,1,MEM
1610612743,22301059,2024-03-27,DEN vs. PHX,L,51,22,0.699,240,38,88,0.432,10,40,0.25,11,12,0.917,9,29,38,24,9,4,8,13,97,118.33333333333331,115.0,0.5066666666666667,0.4958,31.33333333333333,29.2,12.333333333333334,12.2,1,PHX
1610612743,22301071,2024-03-29,DEN vs. MIN,L,51,23,0.689,240,35,88,0.398,8,28,0.286,20,27,0.741,13,33,46,29,6,1,12,24,98,113.0,113.4,0.472,0.4942,29.0,28.8,12.0,12.4,1,MIN
1610612743,22301077,2024-03-31,DEN vs. CLE,W,52,23,0.693,240,50,87,0.575,21,33,0.636,9,13,0.692,11,40,51,36,7,4,16,19,130,107.66666666666669,110.0,0.4543333333333333,0.47,30.33333333333333,29.4,11.666666666666666,11.4,1,CLE
1610612743,22301099,2024-04-02,DEN vs. SAS,W,53,23,0.697,240,43,98,0.439,11,34,0.324,13,16,0.813,11,41,52,28,5,10,8,15,110,108.33333333333331,113.4,0.4683333333333333,0.4778,29.666666666666668,30.4,12.0,12.8,1,SAS
1610612743,22301114,2024-04-04,DEN @ LAC,L,53,24,0.688,240,36,83,0.434,11,35,0.314,17,25,0.68,6,45,51,27,3,4,13,19,100,112.66666666666669,112.6,0.4706666666666667,0.4753999999999999,31.0,31.0,12.0,11.8,0,LAC
1610612743,22301130,2024-04-06,DEN vs. ATL,W,54,24,0.692,240,53,88,0.602,23,41,0.561,13,16,0.813,6,41,47,38,9,7,15,21,142,113.33333333333331,107.0,0.4826666666666666,0.4556,30.33333333333333,28.8,12.333333333333334,11.4,1,ATL
1610612743,22301154,2024-04-09,DEN @ UTA,W,55,24,0.696,240,46,94,0.489,14,37,0.378,5,11,0.455,13,30,43,30,12,12,9,10,111,117.33333333333331,116.0,0.4916666666666667,0.4896,31.0,31.6,12.0,12.8,0,UTA
1610612743,22301164,2024-04-10,DEN vs. MIN,W,56,24,0.7,240,46,83,0.554,11,25,0.44,13,23,0.565,11,33,44,31,7,8,13,21,116,117.66666666666669,118.6,0.5083333333333333,0.5077999999999999,31.666666666666668,31.8,12.333333333333334,12.2,1,MIN
1610612743,22301180,2024-04-12,DEN @ SAS,L,56,25,0.691,240,49,97,0.505,13,36,0.361,9,10,0.9,6,27,33,31,9,4,7,19,120,123.0,115.8,0.5483333333333333,0.5035999999999999,33.0,30.8,12.333333333333334,11.6,0,SAS
1610612743,22301193,2024-04-14,DEN @ MEM,W,57,25,0.695,240,46,89,0.517,12,36,0.333,22,26,0.846,16,38,54,32,9,5,17,17,126,115.66666666666669,117.8,0.516,0.5168,30.666666666666668,31.4,9.666666666666666,11.4,0,MEM
